,trigram,n
2214,press release request,4
1555,includes food parcels,4
2041,one worth keeping,4
1498,hot meals wellbeing,4
2015,official government advice,4
1236,google tech experts,4
1237,google technology experts,4
1248,government changed position,4
1509,hse said march,4
1510,hse says irelands,4
1521,idea many people,4
1511,hses plan harvest,4
1565,independent expert factchecking,4
3165,weve received scotgov,4
3197,worth keeping eye,4
130,app meeting apple,4
127,app hses plan,4
2104,past end nose,4
2098,partners project idea,4
1400,harvest data changed,4
1243,government advice icon,4
2198,poppins says some,4
45,advice icon iconiclabs,4
1626,irelands covid contact,4
1409,health care system,4
1947,next days so,4
1410,health covid statistics,4
2091,parcels fuel data,4
1611,intrusive compared countries,4
2202,position harvesting data,4
128,app less intrusive,4
1427,healthdpt may coronavirus,4
1591,infotagion recentlylaunched independent,4
3185,worked vote leave,4
3163,wellbeing calls read,4
342,changed meeting apple,4
1076,experts aarrogan reports,4
278,calling full data,4
2790,targeting end may,4
300,care homes accounted,4
2592,side note hse,4
2945,transparency groups health,4
2802,tenants includes food,4
3083,users covid tracking,4
2596,silicon valley firms,4
1003,end nose don,4
2796,technology experts aarrogan,4
2401,responds covid19 pandemic,4
328,cases recorded last,4
525,coronavirus official death,4
1014,english care homes,4
413,compared countries side,4
2394,request help visit,4
967,download succeed via,4
2393,reputable sources uk,4
2890,toll rises people,4
2621,so targeting end,4
2625,some people can,4
3087,uses reputable sources,4
1042,even want care,4
2635,sources uk official,4
2370,release request help,4
2978,uk coronavirus official,4
2899,topups hot meals,4
695,data changed meeting,4
2772,system responds covid19,4
286,can see past,4
2577,showed care homes,4
2437,rises people die,4
2353,records scotland nrs,4
2540,see past end,4
2502,scientist worked vote,4
2509,scotgov continue deliver,4
883,deliver vital support,4
2516,scotland nrs statistics,4
887,department health covid,4
899,details covid19 tracing,4
836,death toll will,4
2479,says some people,4
2477,says irelands covid,4
835,death toll rises,4
2835,the true death,4
2528,secret scientific group,4
911,die office national,4
815,days so targeting,4
958,don even want,4
221,began midmarch the,4
2463,said march app,4
461,continue deliver vital,4
495,coronavirus deaths care,4
2551,service covid uses,4
2456,sage advising government,4
795,data users covid,4
787,data transparency groups,4
314,care system responds,4
786,data topups hot,4
2954,true death toll,4
953,dominic cummings data,4
2444,rolled next days,4
2903,tory government stinks,4
2793,tech experts silicon,4
2350,recorded last week,4
1174,food parcels fuel,4
2698,statistics showed care,4
636,covid19 tracing app,4
618,covid tracking app,4
575,countries side note,4
620,covid uses reputable,4
1153,firms partners project,4
590,covid contact tracing,4
632,covid19 pandemic vodgmembership,4
2918,tracing app hses,4
2715,stinks poppins says,4
2919,tracing app less,4
663,cummings data scientist,4
1095,eye hse says,4
3096,valley firms partners,4
2330,read full press,4
2341,received scotgov continue,4
2756,support tenants includes,4
614,covid statistics reporting,4
1079,experts silicon valley,4
2736,succeed via businessposthq,4
1074,expert factchecking service,4
3008,uk official government,4
2934,tracking app meeting,4
2696,statistics said people,4
343,changed position harvesting,4
280,calls read full,4
1100,factchecking service covid,4
2344,recentlylaunched independent expert,4
2988,uk government coronavirus,3
2687,statistics official figures,3
1457,highest coronavirus infection,3
1615,investigating link obesity,3
228,ben warner data,3
779,data shows european,3
304,care homes government,3
2689,statistics passing grim,3
48,adviser dominic cummings,3
1902,national statistics reveals,3
2816,tests pass target,3
2703,statistics tories continue,3
87,alters counting criteria,3
500,coronavirus distinction crucial,3
2058,ordinary citizens dataprotection,3
501,coronavirus dying with,3
1578,infection rate country,3
3186,worked voteleave campaign,3
2061,original plan the,3
235,better data allow,3
3192,worst cases scenario,3
34,actually mean please,3
493,coronavirus death tolls,3
1415,health england long,3
865,deaths stuck govts,3
209,based different data,3
862,deaths public health,3
2732,stuck govts original,3
1702,leave campaign brexit,3
2512,scotgovhealth healthdpt april,3
2514,scotgovhealth may coronavirus,3
2093,part government new,3
2092,pariah coronavirus victims,3
216,bbcrealitycheck asks make,3
1698,leaked socialmedia pakistan,3
838,death tolls europe,3
2086,pandemic according list,3
813,days ago government,3
2724,strategy ons programme,3
1888,much better data,3
51,advisory group emergencies,3
1963,ni department health,3
218,became pariah coronavirus,3
2079,pakistan using cellphone,3
2532,secretive scientific advisory,3
829,death toll coronavirus,3
776,data showed town,3
2962,tuesday showed nationwide,3
1966,nine days ago,3
282,campaign brexit secret,3
1459,highest death rates,3
2809,testing hope give,3
302,care homes coronavirus,3
578,country friday government,3
539,coronavirus strategy ons,3
2010,official data office,3
2789,targeted response virus,3
574,countries half covid,3
2014,official figures actually,3
2623,socialmedia pakistan using,3
1926,new coronavirus strategy,3
2578,showed nationwide fatalities,3
62,ago government describing,3
284,campaign secretive scientific,3
3017,uk scientists urgently,3
535,coronavirus stateofcare covid19uk,3
3021,uk statistics office,3
665,curb spread coronavirus,3
2786,target government alters,3
2762,surveilling millions ordinary,3
2007,office says rpi,3
260,brexit secret scientific,3
545,coronavirus tests pass,3
551,coronavirus victims data,3
2003,of coronavirus dying,3
2646,spread coronavirus government,3
3013,uk reaching coronavirus,3
1638,italy bbcrealitycheck asks,3
1999,obesity coronavirus new,3
2664,statistics authority concerned,3
3177,with coronavirus distinction,3
683,damned lies statistics,3
1937,new number covid,3
2659,stateofcare covid19uk leder,3
1991,number theyre clearly,3
1504,household testing hope,3
529,coronavirus pandemic according,3
75,allow far targeted,3
755,data office national,3
2579,showed town also,3
2686,statistics office says,3
766,data published tuesday,3
689,data allow far,3
84,also one highest,3
2587,shows european countries,3
509,coronavirus government surveilling,3
2685,statistics number covid,3
1908,nationwide fatalities topped,3
513,coronavirus infection rate,3
1476,homes coronavirus stateofcare,3
2045,ons programme household,3
1478,homes government claims,3
266,britain track record,3
658,cross died coronavirus,3
2102,passing grim toll,3
1482,homes may revised,3
659,crucial medicine statistics,3
3194,worst coronavirus death,3
2040,one worst coronavirus,3
1487,hope give government,3
2037,one highest death,3
1915,need government approval,3
1660,key part government,3
522,coronavirus new data,3
662,cummings ben warner,3
524,coronavirus official data,3
2025,official statistics passing,3
1979,number cases compared,3
744,data leaked socialmedia,3
2100,pass target government,3
2478,says rpi changes,3
866,deaths took place,3
1736,link obesity coronavirus,3
2399,residents verwood three,3
415,compared population middlesbrough,3
1009,england long used,3
417,comparison two countries,3
1297,government much better,3
2235,prof doyle says,3
2236,programme household testing,3
17,according list leaked,3
2181,planning purposes new,3
2912,town also one,3
2179,plan the reasonable,3
2326,reaching coronavirus deaths,3
1303,government new coronavirus,3
997,emergencies sage advising,3
184,authority concerned ni,3
1818,may revised based,3
2172,place care homes,3
424,concerned ni department,3
1850,millions ordinary citizens,3
3102,verwood three legged,3
1109,fair comparison two,3
2323,reached italy bbcrealitycheck,3
1742,list leaked guardian,3
324,cases compared population,3
979,dying with coronavirus,3
3131,warner data scientist,3
978,dying of coronavirus,3
1211,give government much,3
1119,far targeted response,3
2938,tracking mobile apps,3
1841,middlesbrough fourth highest,3
329,cases scenario deaths,3
1263,government could help,3
1245,government alters counting,3
1249,government claims number,3
1825,mean please read,3
3089,using cellphone tracking,3
2900,tories continue politicalise,3
2215,prime minister chief,3
1780,make fair comparison,3
2898,topped nine days,3
2349,record one worst,3
333,cellphone tracking mobile,3
1261,government coronavirus pandemic,3
1823,mdouganlpool marihugme prime,3
2896,took place care,3
1832,medicine statistics official,3
2339,reasonable worst cases,3
1267,government data showed,3
177,asks make fair,3
1035,european countries half,3
1270,government describing success,3
2200,population middlesbrough fourth,3
2892,tolls europe data,3
1032,europe data published,3
1764,long used contingency,3
2194,politicalise coronavirus tests,3
3118,voteleave campaign secretive,3
2192,political adviser dominic,3
2889,toll reached italy,3
1021,estimate deaths stuck,3
2431,revised based different,3
1854,minister chief political,3
143,apps curb spread,3
920,different data sets,3
1803,marihugme prime minister,3
2290,purposes new number,3
968,doyle says figure,3
1361,govts original plan,3
2475,says figure coronavirus,3
2841,theyre clearly wrong,3
2284,published tuesday showed,3
2927,track record one,3
3065,urgently investigating link,3
1371,grim toll reached,3
1372,group advising government,3
1867,mobile apps curb,3
1374,group emergencies sage,3
1710,legged cross died,3
2485,scenario deaths public,3
30,actual estimate deaths,3
2498,scientific advisory group,3
2834,the reasonable worst,3
2499,scientific group advising,3
308,care homes may,3
1185,friday government data,3
345,changes need government,3
147,april data shows,3
1181,fourth highest coronavirus,3
1389,half covid deaths,3
2503,scientist worked voteleave,3
598,covid deaths took,3
359,chief political adviser,3
914,died coronavirus official,3
3090,using confidential patient,3
952,dominic cummings ben,3
2852,three residents verwood,3
2315,rate country friday,3
2851,three legged cross,3
460,contingency planning purposes,3
1725,lies statistics tories,3
938,distinction crucial medicine,3
2448,rpi changes need,3
3103,victims data leaked,3
1724,lies damned lies,3
1123,fatalities topped nine,3
3078,used contingency planning,3
1129,figure coronavirus deaths,3
463,continue politicalise coronavirus,3
372,claims number theyre,3
1133,figures actually mean,3
1333,government surveilling millions,3
368,citizens dataprotection covid,3
2906,total comprises excess,2
2757,suprising polls find,2
3226,you re still,2
2909,total recoveries uk,2
2763,survey received responses,2
2915,tracing app dataprotection,2
2913,trace app developed,2
1939,new powers cheltenham,2
2914,tracing app concept,2
2904,tory mp tom,2
2922,tracing apps data,2
2751,support businesses retail,2
2928,track trace app,2
2749,supersenco wholeschoolsend adamboddison,2
3224,yet see one,2
2911,tougher action tech,2
1819,may stands significant,2
1817,may requests driving,2
1943,news government want,2
2760,surveillance data moved,2
2747,sunday th april,2
2744,suggests two weeks,2
3222,yet approved government,2
1944,news ofcom report,2
3196,worth benefit check,2
2936,tracking data open,2
1953,nhs document suggests,2
2742,suggests considered identifying,2
1952,nhs databases devolved,2
1917,needs rethink measures,2
2768,symptoms ap it,2
2769,symptoms recovery data,2
2862,time new government,2
2855,tighten security controls,2
2854,tier local authority,2
1859,ministers say committed,2
1899,national statistics death,2
3205,would published next,2
3201,would back government,2
2963,tugendhat tell bbcworldatone,2
2956,true ownership uk,2
2847,thread chrisgiles_ update,2
1895,nasen_org mehtaanna katherine_ethel,2
1894,must realise recommendations,2
1893,must publish data,2
2960,try encourage citizens,2
3203,would enable people,2
2842,theyve exposed disinformation,2
1890,must act urgently,2
2839,there still official,2
2821,th april day,2
2838,there huge public,2
1887,mp tom tugendhat,2
1885,moved public health,2
2822,th april death,2
1869,mobile desktop versions,2
1884,mortality review programme,2
2823,th april pm,2
2824,th english councils,2
2828,thanks rather sell,2
3204,would help build,2
3212,wrong technology inaccurate,2
2865,time wrote uks,2
2948,transport information dropped,2
2888,toll hospitals govt,2
2902,tories lying herd,2
1930,new government data,2
3217,years try encourage,2
1831,medical examiners statistics,2
2774,systems relation nhsuk,2
2897,top story guide,2
2971,two weeks ago,2
2893,tom tugendhat tell,2
1836,mehtaanna katherine_ethel supersenco,2
2792,tech companies covid,2
1923,new cases cases,2
1839,method dealing covid,2
2826,th number grants,2
2885,toll days later,2
2812,testing th april,2
1916,needed coordinated government,2
2944,transparency case scotgov,2
2798,technology inaccurate zero,2
2800,tell bbcworldatone chinese,2
2882,toll coronavirus th,2
2803,terms deaths compared,2
2878,told hsj data,2
3214,wrote uks coronavirus,2
2874,todays public health,2
2806,testing cant make,2
2872,todays official statistics,2
2871,todays news government,2
1906,nations government have,2
2827,thanks amandafbelfast describes,2
2265,public transport information,2
1954,nhs england told,2
2414,retail hospitality leisure,2
2434,rich set statistics,2
2433,revision estimated total,2
2430,review programme would,2
2428,reveals true ownership,2
2423,revealed first time,2
2422,reveal age ethnicity,2
2419,reuters excess deaths,2
3128,want us download,2
2418,rethink measures cracking,2
2415,retail realestate providing,2
2168,phone location data,2
2447,routine data details,2
2170,picture health official,2
2171,piles bodies dont,2
2173,place contributed spread,2
2412,results testingforcovid19 covid19,2
2410,responsibility daily reporting,2
3122,wait longer government,2
2182,plundering nhs databases,2
2409,responses provided us,2
3121,wait government openly,2
2185,pm release covid,2
2440,risk worth benefit,2
2449,rules stand way,2
3084,users nevertrustatory ever,2
2471,say committed transparency,2
3061,upper tier local,2
3062,upward revision estimated,2
3063,urgency refuge sandra,2
2118,peertopeer ble wrong,2
2120,people anonymously share,2
2121,people believe theyve,2
3147,we ve updated,2
3068,urgently protect londoners,2
3069,us download app,2
3070,us rich set,2
2466,sandra horley domesticabusebill,2
2450,ruling party ahead,2
3142,way sharing vital,2
2131,people good job,2
2460,said app would,2
3074,use results testingforcovid19,2
2457,sage committee male,2
2454,safe using kings,2
2453,safe symptoms recovery,2
2137,people known harvest,2
2451,running computer simulation,2
2138,people learning disabilities,2
2186,point testing cant,2
2397,requiring tougher action,2
2983,uk deaths may,2
2309,randomly added people,2
2237,programme would published,2
2332,reading must realise,2
2243,promises simply good,2
3101,ve updated coronavirus,2
2247,proposed contact tracing,2
2322,re still puzzled,2
2319,rather sell data,2
2249,protect londoners promises,2
3104,victims figures higher,2
2255,provided us rich,2
3105,victims would help,2
2335,realise recommendations home,2
2257,providing clear evidence,2
2295,puzzled explains it,2
2259,public debate uk,2
2260,public health authority,2
2292,put interests ruling,2
2280,published number distribution,2
2279,published next year,2
2276,publish data affected,2
2264,public thanks amandafbelfast,2
2266,public would back,2
2334,realestate providing clear,2
2340,received responses provided,2
2396,requests public transport,2
2208,powers cheltenham based,2
2395,requests driving directions,2
2191,policy targeted herd,2
2193,political advisers brexit,2
2197,polls find public,2
2388,reporting surveillance data,2
2382,report people believe,2
2199,population build trust,2
3120,wait excess death,2
2377,reopen stopped releasing,2
2373,releasing medical examiners,2
2369,release covid statistics,2
3091,using kings college,2
2368,relation nhsuk cybersecurity,2
3088,using apps matter,2
2219,privacy highly recommend,2
2359,refuge sandra horley,2
2222,privacy risk worth,2
2357,referred global death,2
2355,recovery data shared,2
2354,recoveries uk wonder,2
2347,recommendations home affairs,2
2346,recommend using apps,2
3055,updated latest data,2
2106,patient data coronavirus,2
2501,scientifically unqualified political,2
2004,ofcom report people,2
1990,number south east,2
1992,numbers distribution covid19uk,2
3178,wizards unlawful vote,2
2658,stateofcare coronauk leder,2
2656,state official count,2
2653,started april may,2
2652,stands significant upward,2
2651,stand way sharing,2
2648,spread covid middle,2
2002,observers uk democracy,2
2636,south east care,2
1986,number grants awarded,2
3015,uk requests public,2
2633,source footage shows,2
2008,official article amp,2
3016,uk retail realestate,2
2619,snp ministers say,2
2605,since lockdown started,2
3023,uk wait excess,2
3173,wholeschoolsend adamboddison dfe,2
3024,uk wonder is,2
2020,official statistics deaths,2
2660,states reopen stopped,2
2670,statistics clearer covid,2
3054,updated coronavirus covid19,2
2704,statistics total recoveries,2
3191,worse europe gmb,2
3190,worrying there still,2
1961,nhsuk cybersecurity cybertech,2
2723,strategy implement urgency,2
2720,story guide open,2
2718,stopped releasing medical,2
2985,uk faring terms,2
2712,still puzzled explains,2
2711,still official statistics,2
2707,stats care home,2
1969,northamptonshire care homes,2
1985,number distribution covid19,2
2997,uk government using,2
2692,statistics put interests,2
2999,uk governments coronavirus,2
1974,nothing like could,2
2681,statistics last years,2
2677,statistics evidence share,2
1982,number covid victims,2
3183,work peertopeer ble,2
2676,statistics deaths linked,2
2675,statistics death toll,2
3170,whats point testing,2
3029,uks coronavirus testing,2
3169,what worrying there,2
2081,palantir faculty plundering,2
3040,understanding coronavirus affecting,2
2548,sell data mark,2
2073,overcome covid governments,2
2543,seems tories lying,2
2075,ownership uk retail,2
3044,unlawful vote leave,2
2539,see one contact,2
2536,security controls data,2
2534,sectors coronavirus pandemic,2
3046,unqualified political advisers,2
3154,weeks ago faculty,2
3112,vital information whats,2
2088,pandemic last week,2
2089,panel analyse deaths,2
2527,secret sage committee,2
2526,second reading must,2
2515,scotgovhealth may voluntarily,2
3051,update todays official,2
3152,week th english,2
2510,scotgov reveal age,2
2099,party ahead people,2
2506,scientists secret sage,2
2069,outbreaks northamptonshire care,2
2068,outbreaks english care,2
2556,set statistics evidence,2
2065,outbreak numbers distribution,2
2599,simulation assess impact,2
3168,what needed coordinated,2
2032,one contact tracing,2
2035,one first states,2
2598,simply good enough,2
2039,one nhs document,2
2597,simply cannot wait,2
2042,ongoing coronavirus pandemic,2
2044,ons figure higher,2
2595,significant upward revision,2
2594,significant there huge,2
2588,shows irans largest,2
2048,open data open,2
2049,open government coronavirus,2
2050,open government partnership,2
2581,shower shit government,2
2054,open source footage,2
2055,openly lied gamed,2
2572,shit government day40oflockdown,2
2569,sharing vital information,2
2567,share data guardian,2
2028,official statistics total,2
3228,zero privacy highly,2
878,defend position hjs,2
939,distribution covid19 outbreaks,2
934,disinformation last week,2
1332,government strategy implement,2
1336,government thanks rather,2
273,build understanding coronavirus,2
272,build trust government,2
924,disabilities mortality review,2
1339,government updated latest,2
923,disabilities autism covid19,2
265,britain install track,2
1341,government using confidential,2
1344,government want us,2
922,directions increased around,2
1350,governments coronavirus contact,2
259,brexit agents incl,2
255,breakdown covid19 outbreaks,2
909,dhscgovuk randomly added,2
1354,governments rules stand,2
1356,govt announced april,2
906,dfe announced collect,2
1360,govts observers uk,2
905,devolved govts observers,2
904,developed people known,2
1366,grants awarded councils,2
1369,great britain install,2
249,bombshell exposed seems,2
573,counting bodies also,2
940,distribution covid19uk stateofcare,2
247,bodies dont count,2
571,count europe what,2
1282,government have constantly,2
962,dont count counting,2
307,care homes local,2
306,care homes least,2
305,care homes highest,2
561,could happen britain,2
298,care home outbreak,2
1300,government must publish,2
1301,government needs rethink,2
565,council todays public,2
1305,government openly lied,2
566,councils support businesses,2
291,cant wait government,2
951,domesticabusebill second reading,2
567,councils th number,2
1308,government partnership see,2
290,cant make use,2
1310,government proposed contact,2
289,cannot wait longer,2
947,document suggests two,2
1314,government requiring tougher,2
283,campaign one nhs,2
946,document suggests considered,2
570,count counting bodies,2
276,businesses retail hospitality,2
903,developed government thanks,2
1382,guardian claims draft,2
621,covid victims figures,2
1438,help build understanding,2
217,bbcworldatone chinese government,2
609,covid picture health,2
1443,herd immunity bombshell,2
1444,herd immunity cheapest,2
212,bbc arabic analysed,2
210,based gchq tighten,2
1448,higher current official,2
861,deaths people learning,2
1451,higher higher current,2
613,covid statistics dashboard,2
207,bans place contributed,2
1455,higher state official,2
1458,highest covid death,2
615,covid symptoms ap,2
857,deaths may stands,2
1462,highest number south,2
855,deaths linked coronavirus,2
1464,highly recommend using,2
1466,hmmmm faith david,2
1467,home affairs committee,2
854,deaths learning disabilities,2
1471,home outbreak numbers,2
202,bame communities simply,2
1479,homes highest number,2
1480,homes least english,2
867,deaths worse europe,2
869,debate uk faring,2
246,bodies also government,2
1432,heard tory mp,2
592,covid death count,2
243,ble wrong technology,2
593,covid death every,2
1385,guide open government,2
1391,hancock said app,2
600,covid fake news,2
602,covid governments rules,2
1396,happen britain eh,2
895,describes responsibility daily,2
1401,harvest data hmmmm,2
1404,have constantly referred,2
605,covid long piles,2
1408,health authority department,2
889,department health sunday,2
1413,health england convened,2
230,benefit check latest,2
1416,health england published,2
1417,health england stats,2
606,covid middle east,2
1062,excess deaths worse,2
225,believe theyve exposed,2
1421,health official article,2
1424,health sunday th,2
1426,healthdpt april voluntarily,2
1428,healthdpt may voluntarily,2
1279,government given new,2
966,download app developed,2
1277,government flight bans,2
1113,falculty ai formerly,2
1047,every area corby,2
484,coronavirus contact tracing,2
1121,faring terms deaths,2
485,coronavirus contacttracing app,2
1132,figure higher higher,2
487,coronavirus covid19 data,2
1135,figures higher state,2
1045,ever hope overcome,2
1036,european nations government,2
433,confidence government statistics,2
1034,europe what worrying,2
1033,europe gmb coronavirus,2
427,concerns uk governments,2
423,concept actually work,2
422,computer simulation assess,2
1146,find public would,2
421,comprises excess deaths,2
416,comparison data defend,2
414,compared european nations,2
1025,ethnicity victims would,2
408,companies covid fake,2
1155,first coronavirus survey,2
1157,first states reopen,2
404,communities simply cannot,2
1160,first time new,2
1115,falsified coronavirus statistics,2
1048,every covid death,2
1274,government falsified coronavirus,2
482,coronavirus cautious estimate,2
1061,excess deaths since,2
1060,excess death statistics,2
1059,examiners statistics number,2
473,coronauk leder coronavirus,2
472,corby revealed first,2
471,coordinated government strategy,2
470,convened panel analyse,2
1056,evidence share government,2
1084,explains it good,2
1055,evidence government needs,2
468,controls data it,2
467,contributed spread covid,2
1089,exposed disinformation last,2
464,continued fly government,2
1091,exposed seems tories,2
458,contacttracing dataprivacy coronavirus,2
457,contacttracing app safe,2
454,contact tracing apps,2
452,constantly referred global,2
1101,faculty considered running,2
450,considered running computer,2
449,considered identifying users,2
1105,faculty plundering nhs,2
1110,faith david icke,2
1111,fake news ofcom,2
1023,estimated total comprises,2
402,committee save lives,2
401,committee male scientifically,2
1164,flight bans place,2
361,chinese government falsified,2
1231,good confidence government,2
358,cheltenham based gchq,2
1233,good job nothing,2
526,coronavirus open data,2
355,check latest article,2
353,cheapest method dealing,2
530,coronavirus pandemic last,2
985,east care homes,2
332,cautious estimate uk,2
331,cases upper tier,2
538,coronavirus statistics put,2
541,coronavirus survey received,2
543,coronavirus testing th,2
1255,government coronavirus contacttracing,2
546,coronavirus th april,2
323,cases cases upper,2
322,case you re,2
974,dropped since lockdown,2
973,driving directions increased,2
1260,government coronavirus open,2
321,case scotgov reveal,2
971,draft yet approved,2
1269,government day40oflockdown coronavirus,2
1271,government document suggests,2
1000,enable people anonymously,2
365,chrisgiles_ update todays,2
1224,gmb coronavirus covid19,2
1012,england stats care,2
1165,flight tracking data,2
1022,estimate uk deaths,2
1167,florida one first,2
399,committed transparency case,2
1169,fly government flight,2
1175,footage shows irans,2
1179,formerly asi cummings,2
1015,english councils th,2
394,college covid symptoms,2
1013,england told hsj,2
389,collect routine data,2
1011,england published number,2
1001,encourage citizens great,2
514,coronavirus job retention,2
1200,gamed statistics last,2
377,clearer covid picture,2
376,clear evidence government,2
1006,england convened panel,2
1204,gchq tighten security,2
371,claims draft yet,2
369,citizens great britain,2
1216,given new powers,2
1218,global death comparison,2
1219,gloucestershire gfirstlep thegrowthhubbiz,2
1481,homes local council,2
476,coronavirus affecting population,2
799,data wizards unlawful,2
1,21 scientists secret,2
1617,investigation bbc arabic,2
1741,linked palantir faculty,2
1739,linked coronavirus cautious,2
1620,irans largest airline,2
111,anonymously share data,2
1735,link includes mobile,2
39,added people tested,2
789,data uk requests,2
1633,it good confidence,2
1634,it safe symptoms,2
1635,it systems relation,2
106,announced collect routine,2
1729,like could happen,2
105,announced april ons,2
1722,lied gamed statistics,2
1645,jack_horwitzlp government proposed,2
1648,job nothing like,2
1649,job retention scheme,2
622,covid19 data dashboard,2
117,ap it safe,2
37,adamboddison dfe announced,2
1760,lockdown started april,2
118,app collect data,2
801,databases devolved govts,2
734,data guardian claims,2
135,app would enable,2
1585,information dropped since,2
132,app safe using,2
28,act urgently protect,2
1588,information whats point,2
29,action tech companies,2
35,actually work peertopeer,2
758,data open government,2
1751,local council todays,2
1750,local authority link,2
122,app developed people,2
736,data hmmmm faith,2
1599,install track trace,2
121,app developed government,2
120,app dataprotection contacttracing,2
119,app concept actually,2
1607,interests ruling party,2
49,advisers brexit agents,2
664,cummings data wizards,2
1717,letter public thanks,2
53,affairs committee save,2
65,ai formerly asi,2
1675,largest airline mahan,2
753,data moved public,2
1677,last time wrote,2
67,air continued fly,2
1678,last week infotagion,2
1679,last week th,2
1703,leave campaign one,2
1701,least english care,2
81,also government strategy,2
1680,last years try,2
1685,latest article jack_horwitzlp,2
1700,learning disabilities mortality,2
1687,latest data grants,2
680,daily reporting surveillance,2
762,data privacy risk,2
1699,learning disabilities autism,2
68,airline mahan air,2
759,data open source,2
90,amandafbelfast describes responsibility,2
64,ahead people good,2
688,data affected covid19,2
96,analysed flight tracking,2
55,affected covid19 immediately,2
100,analyst linked palantir,2
668,current official death,2
1654,katherine_ethel supersenco wholeschoolsend,2
742,data it systems,2
672,cybersecurity cybertech gloucestershire,2
674,cybertech gloucestershire gfirstlep,2
1662,kings college covid,2
1711,leisure sectors coronavirus,2
690,data analyst linked,2
748,data mark zuckerberg,2
95,analyse deaths people,2
57,affecting population build,2
1666,known harvest data,2
58,age ethnicity victims,2
94,amp reuters excess,2
60,agents incl data,2
61,ago faculty considered,2
142,approved government document,2
687,dashboard including new,2
705,data covid19 deaths,2
628,covid19 nhs england,2
1532,immunity cheapest method,2
1516,huge public debate,2
834,death toll hospitals,2
179,assess impact policy,2
1495,hospitals govt announced,2
191,autism covid19 nhs,2
1537,impact policy targeted,2
842,deaths compared european,2
165,around cobr applemobilitytrends,2
827,death statistics clearer,2
1540,implement urgency refuge,2
1494,hospitality leisure sectors,2
702,data coronavirus response,2
711,data dashboard including,2
187,authority link includes,2
831,death toll days,2
167,article amp reuters,2
809,day dhscgovuk randomly,2
1787,male scientifically unqualified,2
186,authority department health,2
168,article jack_horwitzlp government,2
1531,immunity bombshell exposed,2
1762,londoners promises simply,2
1518,icke shower shit,2
820,death comparison data,2
1530,immediately must act,2
1773,lying herd immunity,2
171,asi cummings data,2
630,covid19 outbreaks english,2
819,dealing covid long,2
1776,mahan air continued,2
631,covid19 outbreaks northamptonshire,2
639,covid19uk stateofcare coronauk,2
1523,identifying users nevertrustatory,2
804,dataprotection contacttracing dataprivacy,2
1763,long piles bodies,2
1558,including new cases,2
151,april may requests,2
713,data defend position,2
1488,hope overcome covid,2
822,death every area,2
149,april death toll,2
701,data concerns uk,2
1562,increased around cobr,2
148,april day dhscgovuk,2
1512,hsj data covid19,2
803,dataprivacy coronavirus heretohelp,2
144,apps data privacy,2
198,back government requiring,2
1557,includes mobile desktop,2
821,death count europe,2
1805,mark zuckerberg coronavirus,2
1489,horley domesticabusebill second,2
623,covid19 deaths learning,2
153,april ons figure,2
155,april pm release,2
624,covid19 immediately must,2
1552,incl data analyst,2
807,david icke shower,2
1549,inaccurate zero privacy,2
1765,longer government must,2
159,arabic analysed flight,2
716,data details nasenchatlive,2
160,area corby revealed,2
194,awarded councils support,2
733,data grants awarded,2
1783,make use results,2
2650,stage coronavirus give,1
707,data covid19 response,1
708,data currently mined,1
510,coronavirus guarantee scheme,1
2807,testing capacity needed,1
511,coronavirus im confident,1
709,data daily deaths,1
2832,the government ireland,1
2833,the important thing,1
512,coronavirus income support,1
515,coronavirus know government,1
2662,statistics another success,1
2805,tested deaths shouldn,1
692,data assumptions analysis,1
477,coronavirus app collect,1
2640,spectacular failure increasing,1
2647,spread coronavirus im,1
497,coronavirus deaths half,1
494,coronavirus deaths according,1
2654,started exposing tories,1
491,coronavirus data website,1
694,data breach revealing,1
490,coronavirus crisis europe,1
479,coronavirus business interruption,1
489,coronavirus covid19 london,1
480,coronavirus came revealed,1
486,coronavirus covid uk,1
697,data charges awe,1
700,data coming clearer,1
2825,th march deaths,1
698,data collected measures,1
2655,starts emerge rapid,1
704,data covid infections,1
498,coronavirus deaths happen,1
2657,stated uk death,1
2641,speed insufficient regard,1
478,coronavirus briefing first,1
2642,spending things maybe,1
508,coronavirus give time,1
2810,testing positive coronavirus,1
691,data analysts projected,1
507,coronavirus figures updated,1
693,data banks lending,1
506,coronavirus far watch,1
505,coronavirus far higher,1
499,coronavirus deaths hours,1
2643,spike covid deaths,1
2644,spoiler alert the,1
2829,that double official,1
2721,story huge covid,1
660,css enhance javascript,1
2801,templates including sneak,1
2699,statistics shown first,1
640,covid__19 starts emerge,1
2746,sunday chosen announcing,1
591,covid data operation,1
2748,superhero dracos wrote,1
589,covid cases facilities,1
2700,statistics shows badly,1
588,covid cancer diseases,1
587,covid began spread,1
2752,support group third,1
2753,support members uk,1
585,covid app looks,1
594,covid deaths carehomes,1
641,covidupdate dailybriefinguk channel4news,1
2755,support scheme statistics,1
583,coverage uk government,1
2697,statistics show britons,1
582,courses courses benefit,1
581,courses benefit economy,1
579,country people germany,1
642,covidupdates covidupdate dailybriefinguk,1
577,country coronavirus death,1
576,countries using technology,1
2743,suggests extendthelockdown covidupdates,1
596,covid deaths nhs,1
516,coronavirus likely impact,1
2729,strong criticism uks,1
619,covid uk government,1
